S_text,T_text,labels
The system's design shall follow hospital work flow patterns and allow local site and individual customization to make it fit specific needs.,The system shall provide the ability to respond to a query to share laboratory results,0
The system's design shall follow hospital work flow patterns and allow local site and individual customization to make it fit specific needs.,The HIE SHALL have the ability to perform Acknowledgements as documented in HITSP Component 45 Acknowledgements.,0
The system's design shall follow hospital work flow patterns and allow local site and individual customization to make it fit specific needs.,"The system shall provide the ability to generate and Format Level 2 CCD documents with narrative sections, conforming to the HITSP C32 specification for  Allergy content information",0
The system's design shall follow hospital work flow patterns and allow local site and individual customization to make it fit specific needs.,The system shall provide the ability to send text or coded allergy information with new electronic prescriptions via NCPDP Script 8.1 (NEWRX) using the free text field of the message drug segment (DRU 090).,0
The system's design shall follow hospital work flow patterns and allow local site and individual customization to make it fit specific needs.,The system shall provide the ability to view the immunization order as written during administration.,0
The system's design shall follow hospital work flow patterns and allow local site and individual customization to make it fit specific needs.,"When passwords are used, the system shall use either standards-based encryption, e.g., 3DES, AES, or standards-based hashing, e.g., SHA1 to store or transport passwords.",0
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,The system shall provide the ability to send an electronic prescription to pharmacy,1
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,The system shall provide the ability to send electronic prescription to pharmacy including structured and coded SIG instructions,1
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,The system shall have the ability to provide electronic communication between prescribers and pharmacies or other intended recipients of the medication order.,1
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,The system shall provide the ability to submit prescriptions electronically.,1
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,The system shall provide a means to create outpatient prescriptions for durable items and equipment that require prescriptions.,1
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,The system shall provide the ability to identify pharmacies that can receive prescriptions electronically,1
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,The system shall provide the ability to allow the user to configure prescriptions to incorporate fixed text according to the user's specifications and to customize the printed output of the prescription.,1
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,The system shall have the ability to allow the hospital to specify orders that always require co-signatures.,1
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,The system shall provide the ability to respond to a request for a prescription change from a pharmacy,1
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,The system shall provide the ability to send a cancel prescription message to a pharmacy,1
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,The system shall provide the ability to print and electronically fax prescriptions.,1
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,The system shall provide the ability to send an electronic prescription of discharge medications and allergies using NCPDP SCRIPT 8.1 (NEWRX).,1
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,The system shall provide the ability to receive and display information received through electronic prescription eligibility checking.,1
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,"The HIE SHALL have the ability to Respond to a request for a prescription change from a pharmacy using NCPDP Script 8.1 (RXCHG, CHGRES)",1
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,"The HIE SHALL have the ability to Send a cancel prescription message to a pharmacy using NCPDP Script 8.1 (CANRX, CANRES)",1
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,The system shall provide the ability to create prescription or other medication orders with sufficient information for correct filling and dispensing by a pharmacy.,1
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,The HIE SHALL have the ability to Send an electronic prescription to pharmacy using NCPDP Script 8.1 (NEWRX),1
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,The HIE SHALL have the ability to Send electronic prescription to pharmacy including structured and coded SIG instructions using NCPDP Script 11.1 not available yet,1
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,The system shall provide the ability to re-print and re-fax prescriptions.,1
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,The system shall provide the ability to display the associated problem or diagnosis (indication) on the printed prescription.,1
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,The system shall capture user and date stamp for all prescription related events.,1
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,"The system shall provide the ability to capture patient vital signs, including blood pressure, heart rate, respiratory rate, height, and weight, as discrete data.",0
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,The system shall provide the ability to capture and store lists of medications and other agents to which the patient has had an allergic or other adverse reaction in a standard coded form.,0
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,"The system shall provide the ability to prescribe fractional amounts of medication (e.g. 1/2 tsp, 1/2 tablet).",0
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,The system shall provide the ability to send data report to a clinical trial,0
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,The system shall have the ability to provide support for disclosure management in compliance with HIPAA and applicable law.,0
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,"The system shall provide the ability to display CCD documents, using a subset of the HITSP C32 specification for Registration Summary information, and file them as intact documents in the EHR",0
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,The system shall capture and display the time of ED disposition.,0
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,"The system shall provide the ability to capture patient history as both a presence and absence of conditions, i.e., the specification of the absence of a personal or family history of a specific diagnosis, procedure or health risk behavior.",0
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,The system shall provide the ability to search from medication lists which use Tall Man letters.,0
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,I. The system shall provide the ability to capture the following data elements for cardiac catheterization as discrete data:  1) Date of procedure  2) CPT coded test type (multiple selection capability required)  3) Type of intervention(s)  (selected from customizable list of options multiple selection capability required)  4) ID of physician(s) performing procedure (multiple input capability required),0
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,The system shall provide the ability to view available information on incoming transported patients and rescue in-bounds.,0
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,"The system shall demonstrate the ability to generate and embed a transaction ID tracking number to patient chart outputs or exports, unique for each instance when a patient chart output/document is printed, electronically communicated, or otherwise exported",0
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,The system shall provide the ability to identify and maintain patient or patient proxy completed clinical information.,0
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,"The system shall provide the ability to update the medication list with changes from pharmacist verification including pharmacist, date, and time.",0
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,The system shall allow demographic criteria to be used as a data element in clinical decision support rules.,0
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,The system shall provide the ability to store more than one identifier for each patient record.,0
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,"The system shall provide the ability to view the medication administration history including administering clinician, date, and time.",0
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,"The system shall provide the ability to produce reports based on the absence of a clinical data element (e.g., a lab test has not been performed or a blood pressure has not been measured in the last year).",0
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,The system shall provide the ability to display patient specific dosing recommendations based on renal function.,0
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,The system shall store lab result data elements received through an electronic interface in the patient record.,0
The system shall include the ability to print prescriptions for signature and fax prescriptions to a local pharmacy with an electronic signature.,The system shall provide a field which will identify patients as being exempt from reporting functions.,0
"The system shall provide real-time order checking, as well as extended expert system/decision support capabilities that enhance the order entry process.",The system shall provide for 'actionable' alerts - allow for selection of recommended alternatives from alert and return user to previous place in ordering process/workflow,1
"The system shall provide real-time order checking, as well as extended expert system/decision support capabilities that enhance the order entry process.","The system provides the capability for timely notification to those ordering, dispensing, and/or administering medications of any manufacturer or FDA recall or discontinuance.",1
"The system shall provide real-time order checking, as well as extended expert system/decision support capabilities that enhance the order entry process.",The system shall relate medication allergies to medications to facilitate allergy checking decision support for medication orders.,1
"The system shall provide real-time order checking, as well as extended expert system/decision support capabilities that enhance the order entry process.","The system shall have the ability to report on alerts or notifications and provider response occurring during the medication ordering process (place, modify, cancel)",1
"The system shall provide real-time order checking, as well as extended expert system/decision support capabilities that enhance the order entry process.",The system shall apply the same decision support to orders placed through an order set as to orders written individually.,1
"The system shall provide real-time order checking, as well as extended expert system/decision support capabilities that enhance the order entry process.","The system shall provide the ability to change / order medication directly from the medication list and that the same clinical decision support, alerts and interaction checking occurring during order entry also occur.",1
"The system shall provide real-time order checking, as well as extended expert system/decision support capabilities that enhance the order entry process.",The system shall provide the ability to view test results during the ordering process.,1
"The system shall provide real-time order checking, as well as extended expert system/decision support capabilities that enhance the order entry process.",The system shall display and report patient-specific medication lists.,0
"The system shall provide real-time order checking, as well as extended expert system/decision support capabilities that enhance the order entry process.","The system shall provide the ability to permit display of order history for any order including clinician order, date, and time.",0
"The system shall provide real-time order checking, as well as extended expert system/decision support capabilities that enhance the order entry process.","Growth chart data (weight, length or height, head circumference and body mass index) should be able to be graphed against disease specific curves.",0
"The system shall provide real-time order checking, as well as extended expert system/decision support capabilities that enhance the order entry process.",The system shall provide the ability for an institution to configure medication ordering to allow the entry of free text medications and to display an alert of the implications of entering the free text medication (e.g. free text won't trigger decision support).,0
"The system shall provide real-time order checking, as well as extended expert system/decision support capabilities that enhance the order entry process.",The system shall provide the ability to display alerts based on established guidelines.,0
"The system shall provide real-time order checking, as well as extended expert system/decision support capabilities that enhance the order entry process.","The system shall provide the ability to display the ordered date, time, route of administration and dose of all scheduled medications.",0
"The system shall provide real-time order checking, as well as extended expert system/decision support capabilities that enhance the order entry process.",The system shall provide the ability to display a summary screen (or screens) of CV-relevant patient information when a patient record is viewed.  The following constitutes a minimum list of the types of patient information that shall be available through the summary view: 1) Problem List 2) Medications 3) Allergies 4) Labs 5) Cardiovascular Tests and Procedures  (Diagnostic)  6) Cardiovascular Tests and Procedures (Therapeutic) 7) Implants/Devices,0
"The system shall define, populate, and retrieve information about user classes.","When sending user identity information between HIEs, both the HIE identifier and the unique user identity within the sending HIE must be used to ensure uniqueness between HIEs.",1
"The system shall define, populate, and retrieve information about user classes.",The system shall provide the ability for the hospital to define user roles with access to order set management.,1
"The system shall define, populate, and retrieve information about user classes.",The system shall provide the ability to identify certain information as confidential and only make that accessible by appropriately authorized users.,1
"The system shall define, populate, and retrieve information about user classes.",The system shall be able to communicate identity information across domains and web services using  standards based user authentication and access control.,1
"The system shall define, populate, and retrieve information about user classes.",The system shall provide the ability to export structured data which removes those identifiers listed in the HIPAA definition of a limited dataset.  This export on hardcopy and electronic output shall leave the actual PHI data unmodified in the original record.,1
"The system shall define, populate, and retrieve information about user classes.",The system shall provide the ability to retrieve information that has been archived.,1
"The system shall define, populate, and retrieve information about user classes.","The system shall provide the ability  in dosage fields in medication orders: to spell out the word UNITS, use the words Thousands and Millions as part of expressing large doses and allow the use of commas in doses expressed in thousands.",0
"The system shall define, populate, and retrieve information about user classes.",The system shall provide the ability to require problem / diagnosis as an order component.,0
"The system shall define, populate, and retrieve information about user classes.",The system shall provide the ability to capture non-drug agents to which the patient has had an allergic or adverse reaction.,0
"The system shall define, populate, and retrieve information about user classes.",The system shall provide the ability to have viewable the patient's body surface area or an indicator that the patient has a body surface area recorded on medication dosing screens.,0
"The system shall define, populate, and retrieve information about user classes.","The system shall provide the ability to capture, store, display, and manage patient history.",0
"The system shall define, populate, and retrieve information about user classes.","The system shall provide the ability to document the patient?s personal representative?s (e.g. guardian, surrogate, financial guarantor) varying levels of authorization or consent to make decisions on behalf of the patient, and the date and time.",0
The system shall provide a way for user to quickly click on the specifications that he or she wants for each order placed.,The system shall provide end-users with the ability to browse or search for a drug by therapeutic class when ordering a medication.,1
The system shall provide a way for user to quickly click on the specifications that he or she wants for each order placed.,The system shall provide the ability for a user to select an order for a medication and exit the process of creating the order at some point prior to completion such that another user can access the order for subsequent review and completion.,1
The system shall provide a way for user to quickly click on the specifications that he or she wants for each order placed.,The system shall provide end-users the ability to browse or search for medications by therapeutic class when ordering a medication.,1
The system shall provide a way for user to quickly click on the specifications that he or she wants for each order placed.,"The system shall provide the ability to select order details including strength, route, frequency and comments.",1
The system shall provide a way for user to quickly click on the specifications that he or she wants for each order placed.,The system shall provide the ability to present medications to be administered over a selectable date/time range.,1
The system shall provide a way for user to quickly click on the specifications that he or she wants for each order placed.,The system shall provide the ability to display an alert when a patient status has exceeded a system-defined time frame.,0
The system shall provide a way for user to quickly click on the specifications that he or she wants for each order placed.,HIEs shall have a mechanism to identify records for public health reporting  (as specified in HITSP IS 02),0
The system shall provide a way for user to quickly click on the specifications that he or she wants for each order placed.,The system shall include documentation of the minimal privileges necessary for each service and protocol necessary to provide EHR functionality and/or serviceability.,0
The system shall provide a way for user to quickly click on the specifications that he or she wants for each order placed.,The system shall provide the ability to view the complete order and medication administration history.,0
The system shall provide a way for user to quickly click on the specifications that he or she wants for each order placed.,"The system shall (will) provide the ability to record the author, date and time of the in-progress note and the final note",0
The system shall display a message indicating the patient?s ability to pay for medical services must be evaluated.,The system shall have the ability to provide assistance with selecting an appropriate CPT Evaluation and Management billing code based on codified clinical information in the encounter.,1
The system shall display a message indicating the patient?s ability to pay for medical services must be evaluated.,The system shall provide the ability to designate a task as completed.,0
The system shall require the entry of an access code and a verify code to gain access to the system.,"If role-based access control (RBAC) is supported, the system must be capable of operating within an RBAC infrastructure conforming to ANSI INCITS 359-2004, American National Standard for Information Technology ? Role Based Access Control.",1
The system shall require the entry of an access code and a verify code to gain access to the system.,"If role-based access control (RBAC) is supported, the system shall be able to provide role based access control that is in compliance with the HL7 Permissions Catalog.",1
The system shall require the entry of an access code and a verify code to gain access to the system.,"The system shall have the ability to document manual methods verifying Five Rights information (e.g., Bar code does not work the bar code reader is not working).",1
The system shall require the entry of an access code and a verify code to gain access to the system.,The HIE shall have remote access controls,1
The system shall require the entry of an access code and a verify code to gain access to the system.,The system shall be able to communicate identity information across domains and web services using  standards based user authentication and access control.,1
The system shall require the entry of an access code and a verify code to gain access to the system.,"When passwords are used, user accounts that have been reset by an administrator shall require the user to change the password at next successful logon.",0
The system shall require the entry of an access code and a verify code to gain access to the system.,The HIE SHALL have the ability to perform the roles of Sender and Receiver of HL7 v2 resource utilization messages as documented in the HITSP Component 47 Resource Utilization Message.,0
The system shall require the entry of an access code and a verify code to gain access to the system.,"The system shall provide the ability to display CCD documents, using a subset of the HITSP C32 specification for Allergy and Conditions content information, file them as intact documents in the EHR, and import the discrete data from one or more of the entries in a structured form into the patient record. If coded data is present it shall be maintained or mapped to a local value.",0
The system shall require the entry of an access code and a verify code to gain access to the system.,The system shall provide the ability to change / order medication directly from med reconciliation.?,0
The system shall require the entry of an access code and a verify code to gain access to the system.,The system shall provide the ability to merge and unmerge patient records,0
The system shall allow creation of personalized templates to fit the specific needs of individual practices.,The system shall provide the ability to individualize alerts to address a patient's specific clinical situation.,1
The system shall allow creation of personalized templates to fit the specific needs of individual practices.,The system shall provide the ability to customize clinical templates.,1
The system shall allow creation of personalized templates to fit the specific needs of individual practices.,The system shall provide the ability to check for medication contraindications based on patient age and alert the user during prescribing/ordering.,0
The system shall allow creation of personalized templates to fit the specific needs of individual practices.,"The system shall provide the ability to document the date, time and lack of assent or consent in emergency treatment when a patient is incapacitated or a legal guardian is not available or present.",0
The system shall have pre-defined progress note templates.,The system shall provide the ability to customize clinical templates.,1
The system shall have pre-defined progress note templates.,The system shall provide the ability to document a patient encounter.,0
"The system shall check ICD and CPT code validity as of a specified date when codes are entered, when a new code set is implemented, and whenever CACs or IRM personnel choose to run the option.","The system shall allow for the import and use of industry standard coding schemes (such as CPT, SNOMED, ICD-9, etc.).",1
"The system shall check ICD and CPT code validity as of a specified date when codes are entered, when a new code set is implemented, and whenever CACs or IRM personnel choose to run the option.","The system shall provide the ability to update the files containing industry standard coding schemes (such as CPT, SNOMED, ICD-9, etc.) at appropriate time intervals in order to keep the files current.",1
"The system shall check ICD and CPT code validity as of a specified date when codes are entered, when a new code set is implemented, and whenever CACs or IRM personnel choose to run the option.",The HIE shall be able to filter Web content,0
"The system shall check ICD and CPT code validity as of a specified date when codes are entered, when a new code set is implemented, and whenever CACs or IRM personnel choose to run the option.","The system shall provide the ability to display CCD documents, using a subset of the HITSP C32 specification for the Registration module, and file them as intact documents in the EHR",0
"The system shall support the Ambulatory Care Date Capture project for capturing encounter data for workload credit, as well as capturing clinically relevant data for reminders and reports","The system shall support the identification of original source author and date/time of documentation that is originated in prior encounters and brought into a current encounter using system functions.  When system tools (examples are templates or defaults) are used to create an encounter note, the use of this mechanism should be retained in an edit trail for each portion of a note for which it was used.",1
"The system shall support the Ambulatory Care Date Capture project for capturing encounter data for workload credit, as well as capturing clinically relevant data for reminders and reports",The system shall provide the ability to document a patient encounter.,1
"The system shall support the Ambulatory Care Date Capture project for capturing encounter data for workload credit, as well as capturing clinically relevant data for reminders and reports","The system shall provide the ability to include details on further care such as follow up, return visits and appropriate timing of further care.",1
"The system shall support the Ambulatory Care Date Capture project for capturing encounter data for workload credit, as well as capturing clinically relevant data for reminders and reports","The system shall provide the ability to document encounters by one or more of the following means: direct keyboard entry of text structured data entry utilizing templates, forms, pick lists or macro substitution dictation with subsequent transcription of voice to text, either manually or via voice recognition system.",1
"The system shall support the Ambulatory Care Date Capture project for capturing encounter data for workload credit, as well as capturing clinically relevant data for reminders and reports","The system shall have the ability to clearly define one time medication orders within a single encounter that do not include a designated start date, stop date or time to be administered (i.e. unscheduled).   Medication needs to remain visible as an active order.",1
"The system shall support the Ambulatory Care Date Capture project for capturing encounter data for workload credit, as well as capturing clinically relevant data for reminders and reports","The system shall provide the ability to capture and maintain, as discrete data elements, the identity of all providers associated with a specific patient encounter.",1
"The system shall support the Ambulatory Care Date Capture project for capturing encounter data for workload credit, as well as capturing clinically relevant data for reminders and reports","The system shall have the ability to record the date and time (to the minute) of the consent, refusal, or deferral status as it relates to the administration of each immunization at the time of each encounter, including the following discrete data elements: decision, name of decider, status of decider (e.g. parent, self, legal guardian, medical power of attorney), and date/time(s). In the event of refusal of an immunization, the system shall allow recording of one or multiple discrete reasons for vaccine refusal.",1
"The system shall support the Ambulatory Care Date Capture project for capturing encounter data for workload credit, as well as capturing clinically relevant data for reminders and reports",The system shall have the ability to repeat the entire order set for the same patient from a previous encounter to a new encounter,1
"The system shall support the Ambulatory Care Date Capture project for capturing encounter data for workload credit, as well as capturing clinically relevant data for reminders and reports",The system shall provide the ability to associate individual encounters with diagnoses.,1
"The system shall support the Ambulatory Care Date Capture project for capturing encounter data for workload credit, as well as capturing clinically relevant data for reminders and reports",The system shall have the ability to provide assistance with selecting an appropriate CPT Evaluation and Management billing code based on codified clinical information in the encounter.,1
"The system shall support the Ambulatory Care Date Capture project for capturing encounter data for workload credit, as well as capturing clinically relevant data for reminders and reports",The system shall provide the ability to document clinical assessment pertinent to immunization administration.,0
"The system shall support the Ambulatory Care Date Capture project for capturing encounter data for workload credit, as well as capturing clinically relevant data for reminders and reports","The HIE SHALL have the ability to Respond to a request for a prescription change from a pharmacy using NCPDP Script 8.1 (RXCHG, CHGRES)",0
"The system shall support the Ambulatory Care Date Capture project for capturing encounter data for workload credit, as well as capturing clinically relevant data for reminders and reports",The system shall provide the ability to present patient-originated data for use by care providers.,0
"The system shall support the Ambulatory Care Date Capture project for capturing encounter data for workload credit, as well as capturing clinically relevant data for reminders and reports",The system shall synchronize immunization histories with a public health immunization registry according to applicable laws and regulations.,0
"The system shall support the Ambulatory Care Date Capture project for capturing encounter data for workload credit, as well as capturing clinically relevant data for reminders and reports",The system shall provide the ability to display information received through health plan/payer formulary checking.,0
"The system shall support the Ambulatory Care Date Capture project for capturing encounter data for workload credit, as well as capturing clinically relevant data for reminders and reports",The system shall track all vital signs over time including those outside the norm.,0
"The system shall support the Ambulatory Care Date Capture project for capturing encounter data for workload credit, as well as capturing clinically relevant data for reminders and reports","The HIE SHALL have the ability to send and receive the HL7/ASTM CCD healthcare summary document, as updated by HITSP in 2007.",0
"The system shall support the Ambulatory Care Date Capture project for capturing encounter data for workload credit, as well as capturing clinically relevant data for reminders and reports","The system shall provide the ability to generate and format Level 2 CCD documents with narrative sections, conforming to the HITSP C32 specification for Medication and Immunization History information module",0
"The system shall support the Ambulatory Care Date Capture project for capturing encounter data for workload credit, as well as capturing clinically relevant data for reminders and reports",The system shall provide the ability to search for a particular study/procedure for a given patient based on date or name of study/procedure,0
"The system shall support the Ambulatory Care Date Capture project for capturing encounter data for workload credit, as well as capturing clinically relevant data for reminders and reports","The system shall provide the ability to date, time, and document an assent for patients legally unable to consent, including the witness.",0
The system shall allow user classes to be defined hospital-wide or more narrowly for a specific service.,The system shall provide end-users with the ability to browse or search for a drug by therapeutic class when ordering a medication.,1
The system shall allow user classes to be defined hospital-wide or more narrowly for a specific service.,The system shall provide the ability for the hospital to define user roles with access to order set management.,1
The system shall allow user classes to be defined hospital-wide or more narrowly for a specific service.,"If the system archives health record information, clinicians should have the ability to retrieve archived information.",1
The system shall allow user classes to be defined hospital-wide or more narrowly for a specific service.,The system shall allow the hospital to designate access to individual orders by user role and department.,1
The system shall allow user classes to be defined hospital-wide or more narrowly for a specific service.,The system shall provide end-users the ability to browse or search for medications by therapeutic class when ordering a medication.,1
The system shall allow user classes to be defined hospital-wide or more narrowly for a specific service.,"The system shall provide the ability to assign clinicians to appropriate teams, where teams are defined as groups of clinicians who share responsibility for covering the same group of patients.",1
The system shall allow user classes to be defined hospital-wide or more narrowly for a specific service.,The system shall provide the ability to indicate when the patient is outside their custom target range for any lab values for which a custom target can be set.,0
The system shall allow user classes to be defined hospital-wide or more narrowly for a specific service.,The system shall provide the ability to prevent the completion of medication orders with specific screening rules.,0
The system shall allow user classes to be defined hospital-wide or more narrowly for a specific service.,"The system shall (will) provide the ability to save a note in progress prior to finalizing the note, and shall retain the author, date, time of both the saved note and the final note",0
The system shall allow user classes to be defined hospital-wide or more narrowly for a specific service.,The system shall provide the ability to record that the allergies are Unknown or Unable to Assess Allergies.,0
The system shall allow user classes to be defined hospital-wide or more narrowly for a specific service.,The system shall provide the ability to display orders placed through an order set either individually or as a group.,0
The system shall allow user classes to be defined hospital-wide or more narrowly for a specific service.,The system shall provide the ability to display information received through health plan/payer formulary checking.,0
The system shall allow infinite hierarchies of subclasses to be created in the User Hierarchy Class structure.,The system shall provide the ability to export structured data which removes those identifiers listed in the HIPAA definition of a limited dataset.  This export on hardcopy and electronic output shall leave the actual PHI data unmodified in the original record.,1
The system shall allow infinite hierarchies of subclasses to be created in the User Hierarchy Class structure.,The system shall provide the ability to present a list of tasks by user or user role.,1
The system shall allow infinite hierarchies of subclasses to be created in the User Hierarchy Class structure.,System shall provide the ability to create rules and alerts to include any # of parameters/attributes that can access or be triggered off coded or structured data in the database,1
The system shall allow infinite hierarchies of subclasses to be created in the User Hierarchy Class structure.,"The system shall support removal of a user?s privileges without deleting the user from the system.  The purpose of the criteria is to provide the ability to remove a user?s privileges, but maintain a history of the user in the system.",1
The system shall allow infinite hierarchies of subclasses to be created in the User Hierarchy Class structure.,The system shall provide the ability to receive Status Updates from Pharmacy,0
The system shall allow infinite hierarchies of subclasses to be created in the User Hierarchy Class structure.,The system should provide a way to merge and reconcile medications that have been entered in a duplicate patient chart.,0
The system shall allow infinite hierarchies of subclasses to be created in the User Hierarchy Class structure.,The system shall provide the ability to accept information on patient home medications from an external source.,0
The system shall allow infinite hierarchies of subclasses to be created in the User Hierarchy Class structure.,The HIE shall have remote access controls,0
The system shall allow users who hold any of the ORES/ORELSE/PROVIDER keys to be viewed as a clinical user and has full access privileges to all problem list options.,"If role-based access control (RBAC) is supported, the system shall be able to provide role based access control that is in compliance with the HL7 Permissions Catalog.",1
The system shall allow users who hold any of the ORES/ORELSE/PROVIDER keys to be viewed as a clinical user and has full access privileges to all problem list options.,The system shall provide the ability to capture and store external documents.,0
"The system shall require provider, location, date and time encounter data to be entered for each visit (or telephone call) with a patient.",The system shall provide the ability to document verbal/telephone communication into the patient record.,1
"The system shall require provider, location, date and time encounter data to be entered for each visit (or telephone call) with a patient.",The system shall provide the ability to document a patient encounter.,1
"The system shall require provider, location, date and time encounter data to be entered for each visit (or telephone call) with a patient.","The system shall provide the ability to identify the current physical location of any patient during their entire visit to the ED, including the date and time the patient entered that location.",1
"The system shall require provider, location, date and time encounter data to be entered for each visit (or telephone call) with a patient.","The system shall have the ability to provide filtered displays of encounters based on encounter characteristics, including date of service, encounter provider and associated diagnosis.",1
"The system shall require provider, location, date and time encounter data to be entered for each visit (or telephone call) with a patient.",The system shall provide authorized administrators with the capability to read all audit information from the audit records in one of the following two ways:  1) The system shall provide the audit records in a manner suitable for the user to interpret the information.  The system shall provide the capability to generate reports based on ranges of system date and time that audit records were collected. .... 2) The system shall be able to export logs into text format in such a manner as to allow correlation based on time (e.g. UTC synchronization).,0
"The system shall require provider, location, date and time encounter data to be entered for each visit (or telephone call) with a patient.",The system shall provide a means to capture data from the hospital ADT system.,0
"The system shall require provider, location, date and time encounter data to be entered for each visit (or telephone call) with a patient.","The system shall provide the ability to enter all current medications including over-the-counter and complementary medications such as vitamins, herbs and supplements.",0
"The system shall require provider, location, date and time encounter data to be entered for each visit (or telephone call) with a patient.",The system shall provide the ability to capture and store external documents.,0
